	Id	Part2B	Part2T	Part1	Ref_Name
1113	byt				Berti
1114	byv				Medumba
1115	byw				Belhariya
1116	byx				Qaqet
1117	byz				Banaro
1118	bza				Bandi
1119	bzb				Andio
1120	bzc				Southern Betsimisaraka Malagasy
1121	bzd				Bribri
1122	bze				Jenaama Bozo
1123	bzf				Boikin
1124	bzg				Babuza
1125	bzh				Mapos Buang
1126	bzi				Bisu
1127	bzj				Belize Kriol English
1128	bzk				Nicaragua Creole English
1129	bzl				Boano (Sulawesi)
1130	bzm				Bolondo
1131	bzn				Boano (Maluku)
1132	bzo				Bozaba
1133	bzp				Kemberano
1134	bzq				Buli (Indonesia)
1135	bzr				Biri
1136	bzs				Brazilian Sign Language
1137	bzt				Brithenig
1138	bzu				Burmeso
1139	bzv				Naami
1140	bzw				Basa (Nigeria)
1141	bzx				Kɛlɛngaxo Bozo
1142	bzy				Obanliku
1143	bzz				Evant
1144	caa				Chortí
1145	cab				Garifuna
1146	cac				Chuj
1147	cad	cad	cad		Caddo
1148	cae				Lehar
1149	caf				Southern Carrier
1150	cag				Nivaclé
1151	cah				Cahuarano
1152	caj				Chané
1153	cak				Kaqchikel
1154	cal				Carolinian
1155	cam				Cemuhî
1156	can				Chambri
1157	cao				Chácobo
1158	cap				Chipaya
1159	caq				Car Nicobarese
1160	car	car	car		Galibi Carib
1161	cas				Tsimané
1162	cat	cat	cat	ca	Catalan
1163	cav				Cavineña
1164	caw				Callawalla
1165	cax				Chiquitano
1166	cay				Cayuga
1167	caz				Canichana
1168	cbb				Cabiyarí
1169	cbc				Carapana
1170	cbd				Carijona
1171	cbg				Chimila
1172	cbi				Chachi
1173	cbj				Ede Cabe
1174	cbk				Chavacano
1175	cbl				Bualkhaw Chin
1176	cbn				Nyahkur
1177	cbo				Izora
1178	cbq				Tsucuba
1179	cbr				Cashibo-Cacataibo
1180	cbs				Cashinahua
1181	cbt				Chayahuita
1182	cbu				Candoshi-Shapra
1183	cbv				Cacua
1184	cbw				Kinabalian
1185	cby				Carabayo
1186	ccc				Chamicuro
1187	ccd				Cafundo Creole
1188	cce				Chopi
1189	ccg				Samba Daka
1190	cch				Atsam
1191	ccj				Kasanga
1192	ccl				Cutchi-Swahili
1193	ccm				Malaccan Creole Malay
1194	cco				Comaltepec Chinantec
1195	ccp				Chakma
1196	ccr				Cacaopera
1197	cda				Choni
1198	cde				Chenchu
1199	cdf				Chiru
1200	cdh				Chambeali
1201	cdi				Chodri
1202	cdj				Churahi
1203	cdm				Chepang
1204	cdn				Chaudangsi
1205	cdo				Min Dong Chinese
1206	cdr				Cinda-Regi-Tiyal
1207	cds				Chadian Sign Language
1208	cdy				Chadong
1209	cdz				Koda
1210	cea				Lower Chehalis
1211	ceb	ceb	ceb		Cebuano
1212	ceg				Chamacoco
1213	cek				Eastern Khumi Chin
1214	cen				Cen
1215	ces	cze	ces	cs	Czech
1216	cet				Centúúm
1217	cey				Ekai Chin
1218	cfa				Dijim-Bwilim
1219	cfd				Cara
1220	cfg				Como Karim
1221	cfm				Falam Chin
1222	cga				Changriwa
1223	cgc				Kagayanen
1224	cgg				Chiga
1225	cgk				Chocangacakha
1226	cha	cha	cha	ch	Chamorro
1227	chb	chb	chb		Chibcha
1228	chc				Catawba
1229	chd				Highland Oaxaca Chontal
1230	che	che	che	ce	Chechen
1231	chf				Tabasco Chontal
1232	chg	chg	chg		Chagatai
1233	chh				Chinook
1234	chj				Ojitlán Chinantec
1235	chk	chk	chk		Chuukese
1236	chl				Cahuilla
1237	chm	chm	chm		Mari (Russia)
1238	chn	chn	chn		Chinook jargon
1239	cho	cho	cho		Choctaw
1240	chp	chp	chp		Chipewyan
1241	chq				Quiotepec Chinantec
1242	chr	chr	chr		Cherokee
1243	cht				Cholón
1244	chu	chu	chu	cu	Church Slavic
1245	chv	chv	chv	cv	Chuvash
1246	chw				Chuwabu
1247	chx				Chantyal
1248	chy	chy	chy		Cheyenne
1249	chz				Ozumacín Chinantec
1250	cia				Cia-Cia
1251	cib				Ci Gbe
1252	cic				Chickasaw
1253	cid				Chimariko
1254	cie				Cineni
1255	cih				Chinali
1256	cik				Chitkuli Kinnauri
1257	cim				Cimbrian
1258	cin				Cinta Larga
1259	cip				Chiapanec
1260	cir				Tiri
1261	ciw				Chippewa
1262	ciy				Chaima
1263	cja				Western Cham
1264	cje				Chru
1265	cjh				Upper Chehalis
1266	cji				Chamalal
1267	cjk				Chokwe
1268	cjm				Eastern Cham
1269	cjn				Chenapian
1270	cjo				Ashéninka Pajonal
1271	cjp				Cabécar
1272	cjs				Shor
1273	cjv				Chuave
1274	cjy				Jinyu Chinese
1275	ckb				Central Kurdish
1276	ckh				Chak
1277	ckl				Cibak
1278	ckm				Chakavian
1279	ckn				Kaang Chin
1280	cko				Anufo
1281	ckq				Kajakse
1282	ckr				Kairak
1283	cks				Tayo
1284	ckt				Chukot
1285	cku				Koasati
1286	ckv				Kavalan
1287	ckx				Caka
1288	cky				Cakfem-Mushere
1289	ckz				Cakchiquel-Quiché Mixed Language
1290	cla				Ron
1291	clc				Chilcotin
1292	cld				Chaldean Neo-Aramaic
1293	cle				Lealao Chinantec
1294	clh				Chilisso
1295	cli				Chakali
1296	clj				Laitu Chin
1297	clk				Idu-Mishmi
1298	cll				Chala
1299	clm				Clallam
1300	clo				Lowland Oaxaca Chontal
1301	clt				Lautu Chin
1302	clu				Caluyanun
1303	clw				Chulym
1304	cly				Eastern Highland Chatino
1305	cma				Maa
1306	cme				Cerma
1307	cmg				Classical Mongolian
1308	cmi				Emberá-Chamí
1309	cml				Campalagian
1310	cmm				Michigamea
1311	cmn				Mandarin Chinese
1312	cmo				Central Mnong
1313	cmr				Mro-Khimi Chin
1314	cms				Messapic
1315	cmt				Camtho
1316	cna				Changthang
1317	cnb				Chinbon Chin
1318	cnc				Côông
1319	cng				Northern Qiang
1320	cnh				Hakha Chin
1321	cni				Asháninka
1322	cnk				Khumi Chin
1323	cnl				Lalana Chinantec
1324	cno				Con
1325	cnp				Northern Ping Chinese
1326	cnr	cnr	cnr		Montenegrin
1327	cns				Central Asmat
1328	cnt				Tepetotutla Chinantec
1329	cnu				Chenoua
1330	cnw				Ngawn Chin
1331	cnx				Middle Cornish
1332	coa				Cocos Islands Malay
1333	cob				Chicomuceltec
1334	coc				Cocopa
1335	cod				Cocama-Cocamilla
1336	coe				Koreguaje
1337	cof				Colorado
1338	cog				Chong
1339	coh				Chonyi-Dzihana-Kauma
1340	coj				Cochimi
1341	cok				Santa Teresa Cora
1342	col				Columbia-Wenatchi
1343	com				Comanche
1344	con				Cofán
1345	coo				Comox
1346	cop	cop	cop		Coptic
1347	coq				Coquille
1348	cor	cor	cor	kw	Cornish
1349	cos	cos	cos	co	Corsican
1350	cot				Caquinte
1351	cou				Wamey
1352	cov				Cao Miao
1353	cow				Cowlitz
1354	cox				Nanti
1355	coz				Chochotec
1356	cpa				Palantla Chinantec
1357	cpb				Ucayali-Yurúa Ashéninka
1358	cpc				Ajyíninka Apurucayali
1359	cpg				Cappadocian Greek
1360	cpi				Chinese Pidgin English
1361	cpn				Cherepon
1362	cpo				Kpeego
1363	cps				Capiznon
1364	cpu				Pichis Ashéninka
1365	cpx				Pu-Xian Chinese
1366	cpy				South Ucayali Ashéninka
1367	cqd				Chuanqiandian Cluster Miao
1368	cra				Chara
1369	crb				Island Carib
1370	crc				Lonwolwol
1371	crd				Coeur d'Alene
1372	cre	cre	cre	cr	Cree
1373	crf				Caramanta
1374	crg				Michif
1375	crh	crh	crh		Crimean Tatar
1376	cri				Sãotomense
1377	crj				Southern East Cree
1378	crk				Plains Cree
1379	crl				Northern East Cree
1380	crm				Moose Cree
1381	crn				El Nayar Cora
1382	cro				Crow
1383	crq				Iyo'wujwa Chorote
1384	crr				Carolina Algonquian
1385	crs				Seselwa Creole French
1386	crt				Iyojwa'ja Chorote
1387	crv				Chaura
1388	crw				Chrau
1389	crx				Carrier
1390	cry				Cori
1391	crz				Cruzeño
1392	csa				Chiltepec Chinantec
1393	csb	csb	csb		Kashubian
1394	csc				Catalan Sign Language
1395	csd				Chiangmai Sign Language
1396	cse				Czech Sign Language
1397	csf				Cuba Sign Language
1398	csg				Chilean Sign Language
1399	csh				Asho Chin
1400	csi				Coast Miwok
1401	csj				Songlai Chin
1402	csk				Jola-Kasa
1403	csl				Chinese Sign Language
1404	csm				Central Sierra Miwok
1405	csn				Colombian Sign Language
1406	cso				Sochiapam Chinantec
1407	csp				Southern Ping Chinese
1408	csq				Croatia Sign Language
1409	csr				Costa Rican Sign Language
1410	css				Southern Ohlone
1411	cst				Northern Ohlone
1412	csv				Sumtu Chin
1413	csw				Swampy Cree
1414	csy				Siyin Chin
1415	csz				Coos
1416	cta				Tataltepec Chatino
1417	ctc				Chetco
1418	ctd				Tedim Chin
1419	cte				Tepinapa Chinantec
1420	ctg				Chittagonian
1421	cth				Thaiphum Chin
1422	ctl				Tlacoatzintepec Chinantec
1423	ctm				Chitimacha
1424	ctn				Chhintange
1425	cto				Emberá-Catío
1426	ctp				Western Highland Chatino
1427	cts				Northern Catanduanes Bikol
1428	ctt				Wayanad Chetti
1429	ctu				Chol
1430	ctz				Zacatepec Chatino
1431	cua				Cua
1432	cub				Cubeo
1433	cuc				Usila Chinantec
1434	cug				Chungmboko
1435	cuh				Chuka
1436	cui				Cuiba
1437	cuj				Mashco Piro
1438	cuk				San Blas Kuna
1439	cul				Culina
1440	cuo				Cumanagoto
1441	cup				Cupeño
1442	cuq				Cun
1443	cur				Chhulung
1444	cut				Teutila Cuicatec
1445	cuu				Tai Ya
1446	cuv				Cuvok
1447	cuw				Chukwa
1448	cux				Tepeuxila Cuicatec
1449	cuy				Cuitlatec
1450	cvg				Chug
1451	cvn				Valle Nacional Chinantec
1452	cwa				Kabwa
1453	cwb				Maindo
1454	cwd				Woods Cree
1455	cwe				Kwere
1456	cwg				Chewong
1457	cwt				Kuwaataay
1458	cya				Nopala Chatino
1459	cyb				Cayubaba
1460	cym	wel	cym	cy	Welsh
1461	cyo				Cuyonon
1462	czh				Huizhou Chinese
1463	czk				Knaanic
1464	czn				Zenzontepec Chatino
1465	czo				Min Zhong Chinese
1466	czt				Zotung Chin
1467	daa				Dangaléat
1468	dac				Dambi
1469	dad				Marik
1470	dae				Duupa
1471	dag				Dagbani
1472	dah				Gwahatike
1473	dai				Day
1474	daj				Dar Fur Daju
1475	dak	dak	dak		Dakota
1476	dal				Dahalo
1477	dam				Damakawa
1478	dan	dan	dan	da	Danish
1479	dao				Daai Chin
1480	daq				Dandami Maria
1481	dar	dar	dar		Dargwa
1482	das				Daho-Doo
1483	dau				Dar Sila Daju
1484	dav				Taita
1485	daw				Davawenyo
1486	dax				Dayi
1487	daz				Dao
1488	dba				Bangime
1489	dbb				Deno
1490	dbd				Dadiya
1491	dbe				Dabe
1492	dbf				Edopi
1493	dbg				Dogul Dom Dogon
1494	dbi				Doka
1495	dbj				Ida'an
1496	dbl				Dyirbal
1497	dbm				Duguri
1498	dbn				Duriankere
1499	dbo				Dulbu
1500	dbp				Duwai
1501	dbq				Daba
1502	dbr				Dabarre
1503	dbt				Ben Tey Dogon
1504	dbu				Bondum Dom Dogon
1505	dbv				Dungu
1506	dbw				Bankan Tey Dogon
1507	dby				Dibiyaso
1508	dcc				Deccan
1509	dcr				Negerhollands
1510	dda				Dadi Dadi
1511	ddd				Dongotono
1512	dde				Doondo
1513	ddg				Fataluku
1514	ddi				West Goodenough
1515	ddj				Jaru
1516	ddn				Dendi (Benin)
1517	ddo				Dido
1518	ddr				Dhudhuroa
1519	dds				Donno So Dogon
1520	ddw				Dawera-Daweloor
1521	dec				Dagik
1522	ded				Dedua
1523	dee				Dewoin
1524	def				Dezfuli
1525	deg				Degema
1526	deh				Dehwari
1527	dei				Demisa
1528	dek				Dek
1529	del	del	del		Delaware
1530	dem				Dem
1531	den	den	den		Slave (Athapascan)
1532	dep				Pidgin Delaware
1533	deq				Dendi (Central African Republic)
1534	der				Deori
1535	des				Desano
1536	deu	ger	deu	de	German
1537	dev				Domung
1538	dez				Dengese
1539	dga				Southern Dagaare
1540	dgb				Bunoge Dogon
1541	dgc				Casiguran Dumagat Agta
1542	dgd				Dagaari Dioula
1543	dge				Degenan
1544	dgg				Doga
1545	dgh				Dghwede
1546	dgi				Northern Dagara
1547	dgk				Dagba
1548	dgl				Andaandi
1549	dgn				Dagoman
1550	dgo				Dogri (individual language)
1551	dgr	dgr	dgr		Dogrib
1552	dgs				Dogoso
1553	dgt				Ndra'ngith
1554	dgw				Daungwurrung
1555	dgx				Doghoro
1556	dgz				Daga
1557	dhd				Dhundari
1558	dhg				Dhangu-Djangu
1559	dhi				Dhimal
1560	dhl				Dhalandji
1561	dhm				Zemba
1562	dhn				Dhanki
1563	dho				Dhodia
1564	dhr				Dhargari
1565	dhs				Dhaiso
1566	dhu				Dhurga
1567	dhv				Dehu
1568	dhw				Dhanwar (Nepal)
1569	dhx				Dhungaloo
1570	dia				Dia
1571	dib				South Central Dinka
1572	dic				Lakota Dida
1573	did				Didinga
1574	dif				Dieri
1575	dig				Digo
1576	dih				Kumiai
1577	dii				Dimbong
1578	dij				Dai
1579	dik				Southwestern Dinka
1580	dil				Dilling
1581	dim				Dime
1582	din	din	din		Dinka
1583	dio				Dibo
1584	dip				Northeastern Dinka
1585	diq				Dimli (individual language)
1586	dir				Dirim
1587	dis				Dimasa
1588	diu				Diriku
1589	div	div	div	dv	Dhivehi
1590	diw				Northwestern Dinka
1591	dix				Dixon Reef
1592	diy				Diuwe
1593	diz				Ding
1594	dja				Djadjawurrung
1595	djb				Djinba
1596	djc				Dar Daju Daju
1597	djd				Djamindjung
1598	dje				Zarma
1599	djf				Djangun
1600	dji				Djinang
1601	djj				Djeebbana
1602	djk				Eastern Maroon Creole
1603	djm				Jamsay Dogon
1604	djn				Jawoyn
1605	djo				Jangkang
1606	djr				Djambarrpuyngu
1607	dju				Kapriman
1608	djw				Djawi
1609	dka				Dakpakha
1610	dkk				Dakka
1611	dkr				Kuijau
1612	dks				Southeastern Dinka
1613	dkx				Mazagway
1614	dlg				Dolgan
1615	dlk				Dahalik
1616	dlm				Dalmatian
1617	dln				Darlong
1618	dma				Duma
1619	dmb				Mombo Dogon
1620	dmc				Gavak
1621	dmd				Madhi Madhi
1622	dme				Dugwor
1623	dmf				Medefaidrin
1624	dmg				Upper Kinabatangan
1625	dmk				Domaaki
1626	dml				Dameli
1627	dmm				Dama
1628	dmo				Kemedzung
1629	dmr				East Damar
1630	dms				Dampelas
1631	dmu				Dubu
1632	dmv				Dumpas
1633	dmw				Mudburra
1634	dmx				Dema
1635	dmy				Demta
1636	dna				Upper Grand Valley Dani
1637	dnd				Daonda
1638	dne				Ndendeule
1639	dng				Dungan
1640	dni				Lower Grand Valley Dani
1641	dnj				Dan
1642	dnk				Dengka
1643	dnn				Dzùùngoo
1644	dno				Ndrulo
1645	dnr				Danaru
1646	dnt				Mid Grand Valley Dani
1647	dnu				Danau
1648	dnv				Danu
1649	dnw				Western Dani
1650	dny				Dení
1651	doa				Dom
1652	dob				Dobu
1653	doc				Northern Dong
1654	doe				Doe
1655	dof				Domu
1656	doh				Dong
1657	doi	doi	doi		Dogri (macrolanguage)
1658	dok				Dondo
1659	dol				Doso
1660	don				Toura (Papua New Guinea)
1661	doo				Dongo
1662	dop				Lukpa
1663	doq				Dominican Sign Language
1664	dor				Dori'o
1665	dos				Dogosé
1666	dot				Dass
1667	dov				Dombe
1668	dow				Doyayo
1669	dox				Bussa
1670	doy				Dompo
1671	doz				Dorze
1672	dpp				Papar
1673	drb				Dair
1674	drc				Minderico
1675	drd				Darmiya
1676	dre				Dolpo
1677	drg				Rungus
1678	dri				C'Lela
1679	drl				Paakantyi
1680	drn				West Damar
1681	dro				Daro-Matu Melanau
1682	drq				Dura
1683	drs				Gedeo
1684	drt				Drents
1685	dru				Rukai
1686	dry				Darai
1687	dsb	dsb	dsb		Lower Sorbian
1688	dse				Dutch Sign Language
1689	dsh				Daasanach
1690	dsi				Disa
1691	dsl				Danish Sign Language
1692	dsn				Dusner
1693	dso				Desiya
1694	dsq				Tadaksahak
1695	dta				Daur
1696	dtb				Labuk-Kinabatangan Kadazan
1697	dtd				Ditidaht
1698	dth				Adithinngithigh
1699	dti				Ana Tinga Dogon
1700	dtk				Tene Kan Dogon
1701	dtm				Tomo Kan Dogon
1702	dtn				Daatsʼíin
1703	dto				Tommo So Dogon
1704	dtp				Kadazan Dusun
1705	dtr				Lotud
1706	dts				Toro So Dogon
1707	dtt				Toro Tegu Dogon
1708	dtu				Tebul Ure Dogon
1709	dty				Dotyali
1710	dua	dua	dua		Duala
1711	dub				Dubli
1712	duc				Duna
1713	due				Umiray Dumaget Agta
1714	duf				Dumbea
1715	dug				Duruma
1716	duh				Dungra Bhil
1717	dui				Dumun
1718	duk				Uyajitaya
1719	dul				Alabat Island Agta
1720	dum	dum	dum		Middle Dutch (ca. 1050-1350)
1721	dun				Dusun Deyah
1722	duo				Dupaninan Agta
1723	dup				Duano
1724	duq				Dusun Malang
1725	dur				Dii
1726	dus				Dumi
1727	duu				Drung
1728	duv				Duvle
1729	duw				Dusun Witu
1730	dux				Duungooma
1731	duy				Dicamay Agta
1732	duz				Duli-Gey
1733	dva				Duau
1734	dwa				Diri
1735	dwk				Dawik Kui
1736	dwr				Dawro
1737	dws				Dutton World Speedwords
1738	dwu				Dhuwal
1739	dww				Dawawa
1740	dwy				Dhuwaya
1741	dwz				Dewas Rai
1742	dya				Dyan
1743	dyb				Dyaberdyaber
1744	dyd				Dyugun
1745	dyg				Villa Viciosa Agta
1746	dyi				Djimini Senoufo
1747	dym				Yanda Dom Dogon
1748	dyn				Dyangadi
1749	dyo				Jola-Fonyi
1750	dyu	dyu	dyu		Dyula
1751	dyy				Djabugay
1752	dza				Tunzu
1753	dze				Djiwarli
1754	dzg				Dazaga
1755	dzl				Dzalakha
1756	dzn				Dzando
1757	dzo	dzo	dzo	dz	Dzongkha
1758	eaa				Karenggapa
1759	ebc				Beginci
1760	ebg				Ebughu
1761	ebk				Eastern Bontok
1762	ebo				Teke-Ebo
1763	ebr				Ebrié
1764	ebu				Embu
1765	ecr				Eteocretan
1766	ecs				Ecuadorian Sign Language
1767	ecy				Eteocypriot
1768	eee				E
1769	efa				Efai
1770	efe				Efe
1771	efi	efi	efi		Efik
1772	ega				Ega
1773	egl				Emilian
1774	ego				Eggon
1775	egy	egy	egy		Egyptian (Ancient)
1776	ehu				Ehueun
1777	eip				Eipomek
1778	eit				Eitiep
1779	eiv				Askopan
1780	eja				Ejamat
1781	eka	eka	eka		Ekajuk
1782	eke				Ekit
1783	ekg				Ekari
1784	eki				Eki
1785	ekk				Standard Estonian
1786	ekl				Kol (Bangladesh)
1787	ekm				Elip
1788	eko				Koti
1789	ekp				Ekpeye
1790	ekr				Yace
1791	eky				Eastern Kayah
1792	ele				Elepi
1793	elh				El Hugeirat
1794	eli				Nding
1795	elk				Elkei
1796	ell	gre	ell	el	Modern Greek (1453-)
1797	elm				Eleme
1798	elo				El Molo
1799	elu				Elu
1800	elx	elx	elx		Elamite
1801	ema				Emai-Iuleha-Ora
1802	emb				Embaloh
1803	eme				Emerillon
1804	emg				Eastern Meohang
1805	emi				Mussau-Emira
1806	emk				Eastern Maninkakan
1807	emm				Mamulique
1808	emn				Eman
1809	emp				Northern Emberá
1810	ems				Pacific Gulf Yupik
1811	emu				Eastern Muria
1812	emw				Emplawas
1813	emx				Erromintxela
1814	emy				Epigraphic Mayan
1815	ena				Apali
1816	enb				Markweeta
1817	enc				En
1818	end				Ende
1819	enf				Forest Enets
1820	eng	eng	eng	en	English
1821	enh				Tundra Enets
1822	enl				Enlhet
1823	enm	enm	enm		Middle English (1100-1500)
1824	enn				Engenni
1825	eno				Enggano
1826	enq				Enga
1827	enr				Emumu
1828	enu				Enu
1829	env				Enwan (Edu State)
1830	enw				Enwan (Akwa Ibom State)
1831	enx				Enxet
1832	eot				Beti (Côte d'Ivoire)
1833	epi				Epie
1834	epo	epo	epo	eo	Esperanto
1835	era				Eravallan
1836	erg				Sie
1837	erh				Eruwa
1838	eri				Ogea
1839	erk				South Efate
1840	ero				Horpa
1841	err				Erre
1842	ers				Ersu
1843	ert				Eritai
1844	erw				Erokwanas
1845	ese				Ese Ejja
1846	esg				Aheri Gondi
1847	esh				Eshtehardi
1848	esi				North Alaskan Inupiatun
1849	esk				Northwest Alaska Inupiatun
1850	esl				Egypt Sign Language
1851	esm				Esuma
1852	esn				Salvadoran Sign Language
1853	eso				Estonian Sign Language
1854	esq				Esselen
1855	ess				Central Siberian Yupik
1856	est	est	est	et	Estonian
1857	esu				Central Yupik
1858	esy				Eskayan
1859	etb				Etebi
1860	etc				Etchemin
1861	eth				Ethiopian Sign Language
1862	etn				Eton (Vanuatu)
1863	eto				Eton (Cameroon)
1864	etr				Edolo
1865	ets				Yekhee
1866	ett				Etruscan
1867	etu				Ejagham
1868	etx				Eten
1869	etz				Semimi
1870	eus	baq	eus	eu	Basque
1871	eve				Even
1872	evh				Uvbie
1873	evn				Evenki
1874	ewe	ewe	ewe	ee	Ewe
1875	ewo	ewo	ewo		Ewondo
1876	ext				Extremaduran
1877	eya				Eyak
1878	eyo				Keiyo
1879	eza				Ezaa
1880	eze				Uzekwe
1881	faa				Fasu
1882	fab				Fa d'Ambu
1883	fad				Wagi
1884	faf				Fagani
1885	fag				Finongan
1886	fah				Baissa Fali
1887	fai				Faiwol
1888	faj				Faita
1889	fak				Fang (Cameroon)
1890	fal				South Fali
1891	fam				Fam
1892	fan	fan	fan		Fang (Equatorial Guinea)
1893	fao	fao	fao	fo	Faroese
1894	fap				Paloor
1895	far				Fataleka
1896	fas	per	fas	fa	Persian
1897	fat	fat	fat		Fanti
1898	fau				Fayu
1899	fax				Fala
1900	fay				Southwestern Fars
1901	faz				Northwestern Fars
1902	fbl				West Albay Bikol
1903	fcs				Quebec Sign Language
1904	fer				Feroge
1905	ffi				Foia Foia
1906	ffm				Maasina Fulfulde
1907	fgr				Fongoro
1908	fia				Nobiin
1909	fie				Fyer
1910	fij	fij	fij	fj	Fijian
1911	fil	fil	fil		Filipino
1912	fin	fin	fin	fi	Finnish
1913	fip				Fipa
1914	fir				Firan
1915	fit				Tornedalen Finnish
1916	fiw				Fiwaga
1917	fkk				Kirya-Konzəl
1918	fkv				Kven Finnish
1919	fla				Kalispel-Pend d'Oreille
1920	flh				Foau
1921	fli				Fali
1922	fll				North Fali
1923	fln				Flinders Island
1924	flr				Fuliiru
1925	fly				Flaaitaal
1926	fmp				Fe'fe'
1927	fmu				Far Western Muria
1928	fnb				Fanbak
1929	fng				Fanagalo
1930	fni				Fania
1931	fod				Foodo
1932	foi				Foi
1933	fom				Foma
1934	fon	fon	fon		Fon
1935	for				Fore
1936	fos				Siraya
1937	fpe				Fernando Po Creole English
1938	fqs				Fas
1939	fra	fre	fra	fr	French
1940	frc				Cajun French
1941	frd				Fordata
1942	frk				Frankish
1943	frm	frm	frm		Middle French (ca. 1400-1600)
1944	fro	fro	fro		Old French (842-ca. 1400)
1945	frp				Arpitan
1946	frq				Forak
1947	frr	frr	frr		Northern Frisian
1948	frs	frs	frs		Eastern Frisian
1949	frt				Fortsenal
1950	fry	fry	fry	fy	Western Frisian
1951	fse				Finnish Sign Language
1952	fsl				French Sign Language
1953	fss				Finland-Swedish Sign Language
1954	fub				Adamawa Fulfulde
1955	fuc				Pulaar
1956	fud				East Futuna
