	Id	Part2B	Part2T	Part1	Ref_Name
3964	mgs				Manda (Tanzania)
3965	mgt				Mongol
3966	mgu				Mailu
3967	mgv				Matengo
3968	mgw				Matumbi
3969	mgy				Mbunga
3970	mgz				Mbugwe
3971	mha				Manda (India)
3972	mhb				Mahongwe
3973	mhc				Mocho
3974	mhd				Mbugu
3975	mhe				Besisi
3976	mhf				Mamaa
3977	mhg				Margu
3978	mhi				Ma'di
3979	mhj				Mogholi
3980	mhk				Mungaka
3981	mhl				Mauwake
3982	mhm				Makhuwa-Moniga
3983	mhn				Mócheno
3984	mho				Mashi (Zambia)
3985	mhp				Balinese Malay
3986	mhq				Mandan
3987	mhr				Eastern Mari
3988	mhs				Buru (Indonesia)
3989	mht				Mandahuaca
3990	mhu				Digaro-Mishmi
3991	mhw				Mbukushu
3992	mhx				Maru
3993	mhy				Ma'anyan
3994	mhz				Mor (Mor Islands)
3995	mia				Miami
3996	mib				Atatláhuca Mixtec
3997	mic	mic	mic		Mi'kmaq
3998	mid				Mandaic
3999	mie				Ocotepec Mixtec
4000	mif				Mofu-Gudur
4001	mig				San Miguel El Grande Mixtec
4002	mih				Chayuco Mixtec
4003	mii				Chigmecatitlán Mixtec
4004	mij				Abar
4005	mik				Mikasuki
4006	mil				Peñoles Mixtec
4007	mim				Alacatlatzala Mixtec
4008	min	min	min		Minangkabau
4009	mio				Pinotepa Nacional Mixtec
4010	mip				Apasco-Apoala Mixtec
4011	miq				Mískito
4012	mir				Isthmus Mixe
4013	mis	mis	mis		Uncoded languages
4014	mit				Southern Puebla Mixtec
4015	miu				Cacaloxtepec Mixtec
4016	miw				Akoye
4017	mix				Mixtepec Mixtec
4018	miy				Ayutla Mixtec
4019	miz				Coatzospan Mixtec
4020	mjb				Makalero
4021	mjc				San Juan Colorado Mixtec
4022	mjd				Northwest Maidu
4023	mje				Muskum
4024	mjg				Tu
4025	mjh				Mwera (Nyasa)
4026	mji				Kim Mun
4027	mjj				Mawak
4028	mjk				Matukar
4029	mjl				Mandeali
4030	mjm				Medebur
4031	mjn				Ma (Papua New Guinea)
4032	mjo				Malankuravan
4033	mjp				Malapandaram
4034	mjq				Malaryan
4035	mjr				Malavedan
4036	mjs				Miship
4037	mjt				Sauria Paharia
4038	mju				Manna-Dora
4039	mjv				Mannan
4040	mjw				Karbi
4041	mjx				Mahali
4042	mjy				Mahican
4043	mjz				Majhi
4044	mka				Mbre
4045	mkb				Mal Paharia
4046	mkc				Siliput
4047	mkd	mac	mkd	mk	Macedonian
4048	mke				Mawchi
4049	mkf				Miya
4050	mkg				Mak (China)
4051	mki				Dhatki
4052	mkj				Mokilese
4053	mkk				Byep
4054	mkl				Mokole
4055	mkm				Moklen
4056	mkn				Kupang Malay
4057	mko				Mingang Doso
4058	mkp				Moikodi
4059	mkq				Bay Miwok
4060	mkr				Malas
4061	mks				Silacayoapan Mixtec
4062	mkt				Vamale
4063	mku				Konyanka Maninka
4064	mkv				Mafea
4065	mkw				Kituba (Congo)
4066	mkx				Kinamiging Manobo
4067	mky				East Makian
4068	mkz				Makasae
4069	mla				Malo
4070	mlb				Mbule
4071	mlc				Cao Lan
4072	mle				Manambu
4073	mlf				Mal
4074	mlg	mlg	mlg	mg	Malagasy
4075	mlh				Mape
4076	mli				Malimpung
4077	mlj				Miltu
4078	mlk				Ilwana
4079	mll				Malua Bay
4080	mlm				Mulam
4081	mln				Malango
4082	mlo				Mlomp
4083	mlp				Bargam
4084	mlq				Western Maninkakan
4085	mlr				Vame
4086	mls				Masalit
4087	mlt	mlt	mlt	mt	Maltese
4088	mlu				To'abaita
4089	mlv				Motlav
4090	mlw				Moloko
4091	mlx				Malfaxal
4092	mlz				Malaynon
4093	mma				Mama
4094	mmb				Momina
4095	mmc				Michoacán Mazahua
4096	mmd				Maonan
4097	mme				Mae
4098	mmf				Mundat
4099	mmg				North Ambrym
4100	mmh				Mehináku
4101	mmi				Musar
4102	mmj				Majhwar
4103	mmk				Mukha-Dora
4104	mml				Man Met
4105	mmm				Maii
4106	mmn				Mamanwa
4107	mmo				Mangga Buang
4108	mmp				Siawi
4109	mmq				Musak
4110	mmr				Western Xiangxi Miao
4111	mmt				Malalamai
4112	mmu				Mmaala
4113	mmv				Miriti
4114	mmw				Emae
4115	mmx				Madak
4116	mmy				Migaama
4117	mmz				Mabaale
4118	mna				Mbula
4119	mnb				Muna
4120	mnc	mnc	mnc		Manchu
4121	mnd				Mondé
4122	mne				Naba
4123	mnf				Mundani
4124	mng				Eastern Mnong
4125	mnh				Mono (Democratic Republic of Congo)
4126	mni	mni	mni		Manipuri
4127	mnj				Munji
4128	mnk				Mandinka
4129	mnl				Tiale
4130	mnm				Mapena
4131	mnn				Southern Mnong
4132	mnp				Min Bei Chinese
4133	mnq				Minriq
4134	mnr				Mono (USA)
4135	mns				Mansi
4136	mnu				Mer
4137	mnv				Rennell-Bellona
4138	mnw				Mon
4139	mnx				Manikion
4140	mny				Manyawa
4141	mnz				Moni
4142	moa				Mwan
4143	moc				Mocoví
4144	mod				Mobilian
4145	moe				Innu
4146	mog				Mongondow
4147	moh	moh	moh		Mohawk
4148	moi				Mboi
4149	moj				Monzombo
4150	mok				Morori
4151	mom				Mangue
4152	mon	mon	mon	mn	Mongolian
4153	moo				Monom
4154	mop				Mopán Maya
4155	moq				Mor (Bomberai Peninsula)
4156	mor				Moro
4157	mos	mos	mos		Mossi
4158	mot				Barí
4159	mou				Mogum
4160	mov				Mohave
4161	mow				Moi (Congo)
4162	mox				Molima
4163	moy				Shekkacho
4164	moz				Mukulu
4165	mpa				Mpoto
4166	mpb				Malak Malak
4167	mpc				Mangarrayi
4168	mpd				Machinere
4169	mpe				Majang
4170	mpg				Marba
4171	mph				Maung
4172	mpi				Mpade
4173	mpj				Martu Wangka
4174	mpk				Mbara (Chad)
4175	mpl				Middle Watut
4176	mpm				Yosondúa Mixtec
4177	mpn				Mindiri
4178	mpo				Miu
4179	mpp				Migabac
4180	mpq				Matís
4181	mpr				Vangunu
4182	mps				Dadibi
4183	mpt				Mian
4184	mpu				Makuráp
4185	mpv				Mungkip
4186	mpw				Mapidian
4187	mpx				Misima-Panaeati
4188	mpy				Mapia
4189	mpz				Mpi
4190	mqa				Maba (Indonesia)
4191	mqb				Mbuko
4192	mqc				Mangole
4193	mqe				Matepi
4194	mqf				Momuna
4195	mqg				Kota Bangun Kutai Malay
4196	mqh				Tlazoyaltepec Mixtec
4197	mqi				Mariri
4198	mqj				Mamasa
4199	mqk				Rajah Kabunsuwan Manobo
4200	mql				Mbelime
4201	mqm				South Marquesan
4202	mqn				Moronene
4203	mqo				Modole
4204	mqp				Manipa
4205	mqq				Minokok
4206	mqr				Mander
4207	mqs				West Makian
4208	mqt				Mok
4209	mqu				Mandari
4210	mqv				Mosimo
4211	mqw				Murupi
4212	mqx				Mamuju
4213	mqy				Manggarai
4214	mqz				Pano
4215	mra				Mlabri
4216	mrb				Marino
4217	mrc				Maricopa
4218	mrd				Western Magar
4219	mre				Martha's Vineyard Sign Language
4220	mrf				Elseng
4221	mrg				Mising
4222	mrh				Mara Chin
4223	mri	mao	mri	mi	Maori
4224	mrj				Western Mari
4225	mrk				Hmwaveke
4226	mrl				Mortlockese
4227	mrm				Merlav
4228	mrn				Cheke Holo
4229	mro				Mru
4230	mrp				Morouas
4231	mrq				North Marquesan
4232	mrr				Maria (India)
4233	mrs				Maragus
4234	mrt				Marghi Central
4235	mru				Mono (Cameroon)
4236	mrv				Mangareva
4237	mrw				Maranao
4238	mrx				Maremgi
4239	mry				Mandaya
4240	mrz				Marind
4241	msa	may	msa	ms	Malay (macrolanguage)
4242	msb				Masbatenyo
4243	msc				Sankaran Maninka
4244	msd				Yucatec Maya Sign Language
4245	mse				Musey
4246	msf				Mekwei
4247	msg				Moraid
4248	msh				Masikoro Malagasy
4249	msi				Sabah Malay
4250	msj				Ma (Democratic Republic of Congo)
4251	msk				Mansaka
4252	msl				Molof
4253	msm				Agusan Manobo
4254	msn				Vurës
4255	mso				Mombum
4256	msp				Maritsauá
4257	msq				Caac
4258	msr				Mongolian Sign Language
4259	mss				West Masela
4260	msu				Musom
4261	msv				Maslam
4262	msw				Mansoanka
4263	msx				Moresada
4264	msy				Aruamu
4265	msz				Momare
4266	mta				Cotabato Manobo
4267	mtb				Anyin Morofo
4268	mtc				Munit
4269	mtd				Mualang
4270	mte				Mono (Solomon Islands)
4271	mtf				Murik (Papua New Guinea)
4272	mtg				Una
4273	mth				Munggui
4274	mti				Maiwa (Papua New Guinea)
4275	mtj				Moskona
4276	mtk				Mbe'
4277	mtl				Montol
4278	mtm				Mator
4279	mtn				Matagalpa
4280	mto				Totontepec Mixe
4281	mtp				Wichí Lhamtés Nocten
4282	mtq				Muong
4283	mtr				Mewari
4284	mts				Yora
4285	mtt				Mota
4286	mtu				Tututepec Mixtec
4287	mtv				Asaro'o
4288	mtw				Southern Binukidnon
4289	mtx				Tidaá Mixtec
4290	mty				Nabi
4291	mua				Mundang
4292	mub				Mubi
4293	muc				Ajumbu
4294	mud				Mednyj Aleut
4295	mue				Media Lengua
4296	mug				Musgu
4297	muh				Mündü
4298	mui				Musi
4299	muj				Mabire
4300	muk				Mugom
4301	mul	mul	mul		Multiple languages
4302	mum				Maiwala
4303	muo				Nyong
4304	mup				Malvi
4305	muq				Eastern Xiangxi Miao
4306	mur				Murle
4307	mus	mus	mus		Creek
4308	mut				Western Muria
4309	muu				Yaaku
4310	muv				Muthuvan
4311	mux				Bo-Ung
4312	muy				Muyang
4313	muz				Mursi
4314	mva				Manam
4315	mvb				Mattole
4316	mvd				Mamboru
4317	mve				Marwari (Pakistan)
4318	mvf				Peripheral Mongolian
4319	mvg				Yucuañe Mixtec
4320	mvh				Mulgi
4321	mvi				Miyako
4322	mvk				Mekmek
4323	mvl				Mbara (Australia)
4324	mvm				Muya
4325	mvn				Minaveha
4326	mvo				Marovo
4327	mvp				Duri
4328	mvq				Moere
4329	mvr				Marau
4330	mvs				Massep
4331	mvt				Mpotovoro
4332	mvu				Marfa
4333	mvv				Tagal Murut
4334	mvw				Machinga
4335	mvx				Meoswar
4336	mvy				Indus Kohistani
4337	mvz				Mesqan
4338	mwa				Mwatebu
4339	mwb				Juwal
4340	mwc				Are
4341	mwe				Mwera (Chimwera)
4342	mwf				Murrinh-Patha
4343	mwg				Aiklep
4344	mwh				Mouk-Aria
4345	mwi				Labo
4346	mwk				Kita Maninkakan
4347	mwl	mwl	mwl		Mirandese
4348	mwm				Sar
4349	mwn				Nyamwanga
4350	mwo				Central Maewo
4351	mwp				Kala Lagaw Ya
4352	mwq				Mün Chin
4353	mwr	mwr	mwr		Marwari
4354	mws				Mwimbi-Muthambi
4355	mwt				Moken
4356	mwu				Mittu
4357	mwv				Mentawai
4358	mww				Hmong Daw
4359	mwz				Moingi
4360	mxa				Northwest Oaxaca Mixtec
4361	mxb				Tezoatlán Mixtec
4362	mxc				Manyika
4363	mxd				Modang
4364	mxe				Mele-Fila
4365	mxf				Malgbe
4366	mxg				Mbangala
4367	mxh				Mvuba
4368	mxi				Mozarabic
4369	mxj				Miju-Mishmi
4370	mxk				Monumbo
4371	mxl				Maxi Gbe
4372	mxm				Meramera
4373	mxn				Moi (Indonesia)
4374	mxo				Mbowe
4375	mxp				Tlahuitoltepec Mixe
4376	mxq				Juquila Mixe
4377	mxr				Murik (Malaysia)
4378	mxs				Huitepec Mixtec
4379	mxt				Jamiltepec Mixtec
4380	mxu				Mada (Cameroon)
4381	mxv				Metlatónoc Mixtec
4382	mxw				Namo
4383	mxx				Mahou
4384	mxy				Southeastern Nochixtlán Mixtec
4385	mxz				Central Masela
4386	mya	bur	mya	my	Burmese
4387	myb				Mbay
4388	myc				Mayeka
4389	mye				Myene
4390	myf				Bambassi
4391	myg				Manta
4392	myh				Makah
4393	myj				Mangayat
4394	myk				Mamara Senoufo
4395	myl				Moma
4396	mym				Me'en
4397	myo				Anfillo
4398	myp				Pirahã
4399	myr				Muniche
4400	mys				Mesmes
4401	myu				Mundurukú
4402	myv	myv	myv		Erzya
4403	myw				Muyuw
4404	myx				Masaaba
4405	myy				Macuna
4406	myz				Classical Mandaic
4407	mza				Santa María Zacatepec Mixtec
4408	mzb				Tumzabt
4409	mzc				Madagascar Sign Language
4410	mzd				Malimba
4411	mze				Morawa
4412	mzg				Monastic Sign Language
4413	mzh				Wichí Lhamtés Güisnay
4414	mzi				Ixcatlán Mazatec
4415	mzj				Manya
4416	mzk				Nigeria Mambila
4417	mzl				Mazatlán Mixe
4418	mzm				Mumuye
4419	mzn				Mazanderani
4420	mzo				Matipuhy
4421	mzp				Movima
4422	mzq				Mori Atas
4423	mzr				Marúbo
4424	mzs				Macanese
4425	mzt				Mintil
4426	mzu				Inapang
4427	mzv				Manza
4428	mzw				Deg
4429	mzx				Mawayana
4430	mzy				Mozambican Sign Language
4431	mzz				Maiadomu
4432	naa				Namla
4433	nab				Southern Nambikuára
4434	nac				Narak
4435	nae				Naka'ela
4436	naf				Nabak
4437	nag				Naga Pidgin
4438	naj				Nalu
4439	nak				Nakanai
4440	nal				Nalik
4441	nam				Ngan'gityemerri
4442	nan				Min Nan Chinese
4443	nao				Naaba
4444	nap	nap	nap		Neapolitan
4445	naq				Khoekhoe
4446	nar				Iguta
4447	nas				Naasioi
4448	nat				Ca̱hungwa̱rya̱
4449	nau	nau	nau	na	Nauru
4450	nav	nav	nav	nv	Navajo
4451	naw				Nawuri
4452	nax				Nakwi
4453	nay				Ngarrindjeri
4454	naz				Coatepec Nahuatl
4455	nba				Nyemba
4456	nbb				Ndoe
4457	nbc				Chang Naga
4458	nbd				Ngbinda
4459	nbe				Konyak Naga
4460	nbg				Nagarchal
4461	nbh				Ngamo
4462	nbi				Mao Naga
4463	nbj				Ngarinyman
4464	nbk				Nake
4465	nbl	nbl	nbl	nr	South Ndebele
4466	nbm				Ngbaka Ma'bo
4467	nbn				Kuri
4468	nbo				Nkukoli
4469	nbp				Nnam
4470	nbq				Nggem
4471	nbr				Numana
4472	nbs				Namibian Sign Language
4473	nbt				Na
4474	nbu				Rongmei Naga
4475	nbv				Ngamambo
4476	nbw				Southern Ngbandi
4477	nby				Ningera
4478	nca				Iyo
4479	ncb				Central Nicobarese
4480	ncc				Ponam
4481	ncd				Nachering
4482	nce				Yale
4483	ncf				Notsi
4484	ncg				Nisga'a
4485	nch				Central Huasteca Nahuatl
4486	nci				Classical Nahuatl
4487	ncj				Northern Puebla Nahuatl
4488	nck				Na-kara
4489	ncl				Michoacán Nahuatl
4490	ncm				Nambo
4491	ncn				Nauna
4492	nco				Sibe
4493	ncq				Northern Katang
4494	ncr				Ncane
4495	ncs				Nicaraguan Sign Language
4496	nct				Chothe Naga
4497	ncu				Chumburung
4498	ncx				Central Puebla Nahuatl
4499	ncz				Natchez
4500	nda				Ndasa
4501	ndb				Kenswei Nsei
4502	ndc				Ndau
4503	ndd				Nde-Nsele-Nta
4504	nde	nde	nde	nd	North Ndebele
4505	ndf				Nadruvian
4506	ndg				Ndengereko
4507	ndh				Ndali
4508	ndi				Samba Leko
4509	ndj				Ndamba
4510	ndk				Ndaka
4511	ndl				Ndolo
4512	ndm				Ndam
4513	ndn				Ngundi
4514	ndo	ndo	ndo	ng	Ndonga
4515	ndp				Ndo
4516	ndq				Ndombe
4517	ndr				Ndoola
4518	nds	nds	nds		Low German
4519	ndt				Ndunga
4520	ndu				Dugun
4521	ndv				Ndut
4522	ndw				Ndobo
4523	ndx				Nduga
4524	ndy				Lutos
4525	ndz				Ndogo
4526	nea				Eastern Ngad'a
4527	neb				Toura (Côte d'Ivoire)
4528	nec				Nedebang
4529	ned				Nde-Gbite
4530	nee				Nêlêmwa-Nixumwak
4531	nef				Nefamese
4532	neg				Negidal
4533	neh				Nyenkha
4534	nei				Neo-Hittite
4535	nej				Neko
4536	nek				Neku
4537	nem				Nemi
4538	nen				Nengone
4539	neo				Ná-Meo
4540	nep	nep	nep	ne	Nepali (macrolanguage)
4541	neq				North Central Mixe
4542	ner				Yahadian
4543	nes				Bhoti Kinnauri
4544	net				Nete
4545	neu				Neo
4546	nev				Nyaheun
4547	new	new	new		Newari
4548	nex				Neme
4549	ney				Neyo
4550	nez				Nez Perce
4551	nfa				Dhao
4552	nfd				Ahwai
4553	nfl				Ayiwo
4554	nfr				Nafaanra
4555	nfu				Mfumte
4556	nga				Ngbaka
4557	ngb				Northern Ngbandi
4558	ngc				Ngombe (Democratic Republic of Congo)
4559	ngd				Ngando (Central African Republic)
4560	nge				Ngemba
4561	ngg				Ngbaka Manza
4562	ngh				Nǁng
4563	ngi				Ngizim
4564	ngj				Ngie
4565	ngk				Dalabon
4566	ngl				Lomwe
4567	ngm				Ngatik Men's Creole
4568	ngn				Ngwo
4569	ngo				Ngoni
4570	ngp				Ngulu
4571	ngq				Ngurimi
4572	ngr				Engdewu
4573	ngs				Gvoko
4574	ngt				Kriang
4575	ngu				Guerrero Nahuatl
4576	ngv				Nagumi
4577	ngw				Ngwaba
4578	ngx				Nggwahyi
4579	ngy				Tibea
4580	ngz				Ngungwel
4581	nha				Nhanda
4582	nhb				Beng
4583	nhc				Tabasco Nahuatl
4584	nhd				Chiripá
4585	nhe				Eastern Huasteca Nahuatl
4586	nhf				Nhuwala
4587	nhg				Tetelcingo Nahuatl
4588	nhh				Nahari
4589	nhi				Zacatlán-Ahuacatlán-Tepetzintla Nahuatl
4590	nhk				Isthmus-Cosoleacaque Nahuatl
4591	nhm				Morelos Nahuatl
4592	nhn				Central Nahuatl
4593	nho				Takuu
4594	nhp				Isthmus-Pajapan Nahuatl
4595	nhq				Huaxcaleca Nahuatl
4596	nhr				Naro
4597	nht				Ometepec Nahuatl
4598	nhu				Noone
4599	nhv				Temascaltepec Nahuatl
4600	nhw				Western Huasteca Nahuatl
4601	nhx				Isthmus-Mecayapan Nahuatl
4602	nhy				Northern Oaxaca Nahuatl
4603	nhz				Santa María La Alta Nahuatl
4604	nia	nia	nia		Nias
4605	nib				Nakame
4606	nid				Ngandi
4607	nie				Niellim
4608	nif				Nek
4609	nig				Ngalakgan
4610	nih				Nyiha (Tanzania)
4611	nii				Nii
4612	nij				Ngaju
4613	nik				Southern Nicobarese
4614	nil				Nila
4615	nim				Nilamba
4616	nin				Ninzo
4617	nio				Nganasan
4618	niq				Nandi
4619	nir				Nimboran
4620	nis				Nimi
4621	nit				Southeastern Kolami
4622	niu	niu	niu		Niuean
4623	niv				Gilyak
4624	niw				Nimo
4625	nix				Hema
4626	niy				Ngiti
4627	niz				Ningil
4628	nja				Nzanyi
4629	njb				Nocte Naga
4630	njd				Ndonde Hamba
4631	njh				Lotha Naga
4632	nji				Gudanji
4633	njj				Njen
4634	njl				Njalgulgule
4635	njm				Angami Naga
4636	njn				Liangmai Naga
4637	njo				Ao Naga
4638	njr				Njerep
4639	njs				Nisa
4640	njt				Ndyuka-Trio Pidgin
4641	nju				Ngadjunmaya
4642	njx				Kunyi
4643	njy				Njyem
4644	njz				Nyishi
4645	nka				Nkoya
4646	nkb				Khoibu Naga
4647	nkc				Nkongho
4648	nkd				Koireng
4649	nke				Duke
4650	nkf				Inpui Naga
4651	nkg				Nekgini
4652	nkh				Khezha Naga
4653	nki				Thangal Naga
4654	nkj				Nakai
4655	nkk				Nokuku
4656	nkm				Namat
4657	nkn				Nkangala
4658	nko				Nkonya
4659	nkp				Niuatoputapu
4660	nkq				Nkami
4661	nkr				Nukuoro
4662	nks				North Asmat
4663	nkt				Nyika (Tanzania)
4664	nku				Bouna Kulango
4665	nkv				Nyika (Malawi and Zambia)
4666	nkw				Nkutu
4667	nkx				Nkoroo
4668	nkz				Nkari
4669	nla				Ngombale
4670	nlc				Nalca
4671	nld	dut	nld	nl	Dutch
4672	nle				East Nyala
4673	nlg				Gela
4674	nli				Grangali
4675	nlj				Nyali
4676	nlk				Ninia Yali
4677	nll				Nihali
4678	nlm				Mankiyali
4679	nlo				Ngul
4680	nlq				Lao Naga
4681	nlu				Nchumbulu
4682	nlv				Orizaba Nahuatl
4683	nlw				Walangama
4684	nlx				Nahali
4685	nly				Nyamal
4686	nlz				Nalögo
4687	nma				Maram Naga
4688	nmb				Big Nambas
4689	nmc				Ngam
4690	nmd				Ndumu
4691	nme				Mzieme Naga
4692	nmf				Tangkhul Naga (India)
4693	nmg				Kwasio
4694	nmh				Monsang Naga
4695	nmi				Nyam
4696	nmj				Ngombe (Central African Republic)
4697	nmk				Namakura
4698	nml				Ndemli
4699	nmm				Manangba
4700	nmn				ǃXóõ
4701	nmo				Moyon Naga
4702	nmp				Nimanbur
4703	nmq				Nambya
4704	nmr				Nimbari
4705	nms				Letemboi
4706	nmt				Namonuito
4707	nmu				Northeast Maidu
4708	nmv				Ngamini
4709	nmw				Nimoa
4710	nmx				Nama (Papua New Guinea)
4711	nmy				Namuyi
4712	nmz				Nawdm
4713	nna				Nyangumarta
4714	nnb				Nande
4715	nnc				Nancere
4716	nnd				West Ambae
4717	nne				Ngandyera
4718	nnf				Ngaing
4719	nng				Maring Naga
4720	nnh				Ngiemboon
4721	nni				North Nuaulu
4722	nnj				Nyangatom
4723	nnk				Nankina
4724	nnl				Northern Rengma Naga
4725	nnm				Namia
4726	nnn				Ngete
4727	nno	nno	nno	nn	Norwegian Nynorsk
4728	nnp				Wancho Naga
4729	nnq				Ngindo
4730	nnr				Narungga
4731	nnt				Nanticoke
4732	nnu				Dwang
4733	nnv				Nugunu (Australia)
4734	nnw				Southern Nuni
4735	nny				Nyangga
4736	nnz				Nda'nda'
4737	noa				Woun Meu
4738	nob	nob	nob	nb	Norwegian Bokmål
4739	noc				Nuk
4740	nod				Northern Thai
4741	noe				Nimadi
4742	nof				Nomane
4743	nog	nog	nog		Nogai
4744	noh				Nomu
4745	noi				Noiri
4746	noj				Nonuya
4747	nok				Nooksack
4748	nol				Nomlaki
4749	nom				Nocamán
4750	non	non	non		Old Norse
4751	nop				Numanggang
4752	noq				Ngongo
4753	nor	nor	nor	no	Norwegian
4754	nos				Eastern Nisu
4755	not				Nomatsiguenga
4756	nou				Ewage-Notu
4757	nov				Novial
4758	now				Nyambo
4759	noy				Noy
4760	noz				Nayi
4761	npa				Nar Phu
4762	npb				Nupbikha
4763	npg				Ponyo-Gongwang Naga
4764	nph				Phom Naga
4765	npi				Nepali (individual language)
4766	npl				Southeastern Puebla Nahuatl
4767	npn				Mondropolon
4768	npo				Pochuri Naga
4769	nps				Nipsan
4770	npu				Puimei Naga
4771	npx				Noipx
4772	npy				Napu
4773	nqg				Southern Nago
4774	nqk				Kura Ede Nago
4775	nql				Ngendelengo
4776	nqm				Ndom
4777	nqn				Nen
4778	nqo	nqo	nqo		N'Ko
4779	nqq				Kyan-Karyaw Naga
4780	nqy				Akyaung Ari Naga
4781	nra				Ngom
4782	nrb				Nara
4783	nrc				Noric
4784	nre				Southern Rengma Naga
4785	nrf				Jèrriais
4786	nrg				Narango
4787	nri				Chokri Naga
4788	nrk				Ngarla
4789	nrl				Ngarluma
4790	nrm				Narom
4791	nrn				Norn
4792	nrp				North Picene
4793	nrr				Norra
4794	nrt				Northern Kalapuya
4795	nru				Narua
4796	nrx				Ngurmbur
4797	nrz				Lala
4798	nsa				Sangtam Naga
4799	nsb				Lower Nossob
4800	nsc				Nshi
4801	nsd				Southern Nisu
4802	nse				Nsenga
4803	nsf				Northwestern Nisu
4804	nsg				Ngasa
4805	nsh				Ngoshie
4806	nsi				Nigerian Sign Language
4807	nsk				Naskapi
4808	nsl				Norwegian Sign Language
4809	nsm				Sumi Naga
4810	nsn				Nehan
4811	nso	nso	nso		Pedi
4812	nsp				Nepalese Sign Language
4813	nsq				Northern Sierra Miwok
4814	nsr				Maritime Sign Language
4815	nss				Nali
4816	nst				Tase Naga
4817	nsu				Sierra Negra Nahuatl
4818	nsv				Southwestern Nisu
4819	nsw				Navut
4820	nsx				Nsongo
4821	nsy				Nasal
4822	nsz				Nisenan
4823	ntd				Northern Tidung
4824	nte				Nathembo
4825	ntg				Ngantangarra
4826	nti				Natioro
4827	ntj				Ngaanyatjarra
4828	ntk				Ikoma-Nata-Isenye
4829	ntm				Nateni
4830	nto				Ntomba
4831	ntp				Northern Tepehuan
4832	ntr				Delo
4833	ntu				Natügu
4834	ntw				Nottoway
4835	ntx				Tangkhul Naga (Myanmar)
4836	nty				Mantsi
4837	ntz				Natanzi
4838	nua				Yuanga
4839	nuc				Nukuini
4840	nud				Ngala
4841	nue				Ngundu
4842	nuf				Nusu
4843	nug				Nungali
4844	nuh				Ndunda
4845	nui				Ngumbi
4846	nuj				Nyole
4847	nuk				Nuu-chah-nulth
4848	nul				Nusa Laut
4849	num				Niuafo'ou
4850	nun				Anong
4851	nuo				Nguôn
4852	nup				Nupe-Nupe-Tako
4853	nuq				Nukumanu
4854	nur				Nukuria
4855	nus				Nuer
4856	nut				Nung (Viet Nam)
4857	nuu				Ngbundu
4858	nuv				Northern Nuni
4859	nuw				Nguluwan
4860	nux				Mehek
4861	nuy				Nunggubuyu
4862	nuz				Tlamacazapa Nahuatl
4863	nvh				Nasarian
4864	nvm				Namiae
4865	nvo				Nyokon
4866	nwa				Nawathinehena
4867	nwb				Nyabwa
4868	nwc	nwc	nwc		Classical Newari
4869	nwe				Ngwe
4870	nwg				Ngayawung
4871	nwi				Southwest Tanna
4872	nwm				Nyamusa-Molo
4873	nwo				Nauo
4874	nwr				Nawaru
4875	nwx				Middle Newar
4876	nwy				Nottoway-Meherrin
4877	nxa				Nauete
4878	nxd				Ngando (Democratic Republic of Congo)
4879	nxe				Nage
4880	nxg				Ngad'a
4881	nxi				Nindi
4882	nxk				Koki Naga
4883	nxl				South Nuaulu
4884	nxm				Numidian
4885	nxn				Ngawun
4886	nxo				Ndambomo
4887	nxq				Naxi
4888	nxr				Ninggerum
4889	nxx				Nafri
4890	nya	nya	nya	ny	Nyanja
4891	nyb				Nyangbo
4892	nyc				Nyanga-li
4893	nyd				Nyore
4894	nye				Nyengo
4895	nyf				Giryama
4896	nyg				Nyindu
4897	nyh				Nyikina
4898	nyi				Ama (Sudan)
4899	nyj				Nyanga
4900	nyk				Nyaneka
4901	nyl				Nyeu
4902	nym	nym	nym		Nyamwezi
4903	nyn	nyn	nyn		Nyankole
4904	nyo	nyo	nyo		Nyoro
4905	nyp				Nyang'i
4906	nyq				Nayini
4907	nyr				Nyiha (Malawi)
4908	nys				Nyungar
4909	nyt				Nyawaygi
4910	nyu				Nyungwe
4911	nyv				Nyulnyul
4912	nyw				Nyaw
4913	nyx				Nganyaywana
4914	nyy				Nyakyusa-Ngonde
4915	nza				Tigon Mbembe
4916	nzb				Njebi
4917	nzd				Nzadi
4918	nzi	nzi	nzi		Nzima
4919	nzk				Nzakara
4920	nzm				Zeme Naga
4921	nzs				New Zealand Sign Language
4922	nzu				Teke-Nzikou
4923	nzy				Nzakambay
4924	nzz				Nanga Dama Dogon
4925	oaa				Orok
4926	oac				Oroch
4927	oar				Old Aramaic (up to 700 BCE)
4928	oav				Old Avar
4929	obi				Obispeño
4930	obk				Southern Bontok
4931	obl				Oblo
4932	obm				Moabite
4933	obo				Obo Manobo
4934	obr				Old Burmese
4935	obt				Old Breton
4936	obu				Obulom
4937	oca				Ocaina
4938	och				Old Chinese
4939	oci	oci	oci	oc	Occitan (post 1500)
4940	oco				Old Cornish
4941	ocu				Atzingo Matlatzinca
4942	oda				Odut
4943	odk				Od
4944	odt				Old Dutch
4945	odu				Odual
4946	ofo				Ofo
4947	ofs				Old Frisian
4948	ofu				Efutop
4949	ogb				Ogbia
4950	ogc				Ogbah
4951	oge				Old Georgian
4952	ogg				Ogbogolo
4953	ogo				Khana
4954	ogu				Ogbronuagum
4955	oht				Old Hittite
4956	ohu				Old Hungarian
4957	oia				Oirata
